562,1,telempath,3
562,6,return of the jedi,1
562,13,"barnes, steven",1
564,10,"minnesotan sf reader, the",1
571,1,"citadel of the autarch, the",2
571,1,winter's tale,1
571,6,brainstorm,2
571,6,pbs live braodcast of a coronary bypass,5
571,6,return of the jedi,3
571,6,"right stuff, the",1
571,6,special bulletin,4
571,11,"hlavaty, arthur",1
595,1,bio of a space tyrant,2
595,1,friday,1
595,6,krull,1
595,12,"stevens, c. ""brinke""",1
603,1,tea with the black dragon,1
603,7,"carr, terry",1
603,7,"vinicoff, eric",2
603,8,"maitz, don",1
603,8,"rotsler, william",3
603,8,"sim, dave",2
603,8,"sweet, darrell",4
603,9,file 770,3
603,9,locus,2
603,9,sf chronicle,1
603,10,ansible,3
603,10,egoboodle,5
603,10,izzard,1
603,10,mainstream,2
603,10,microwave,4
603,11,"bieler, stevan brian",3
603,11,"edmonds, leigh",5
603,11,"langford, dave",2
603,11,"nielsen-hayden, teresa",1
603,11,"skelton, paul",4
603,12,"foster, brad w.",5
603,12,"gilliland, alexis",4
603,12,"hanke-woods, joan",3
603,12,"shiffman, stu",2
603,12,"thompson, arthur",1
603,13,"macavoy, r. a.",1
610,1,"mists of avalon, the",2
610,1,startide rising,1
610,9,locus,1
610,10,aurora,2
610,10,file 770,1
610,11,"glyer, mike",1
610,11,"gold, lee",2
613,1,"man who used the universe, the",1
613,2,in the face of my enemy,1
613,3,blood music,3
613,3,heritage of flight,1
613,3,hurricane claude,2
613,3,son of the morning,4
613,4,"geometry of narrative, the",1
613,4,nine hard questions about the nature of...,2
613,4,soulsaver,3
613,8,"aulisio, janet",2
613,8,"steadman, broeck",3
613,8,"sternbach, rick",1
617,5,uranian worlds,1
617,10,holier than thou,1
617,11,"hlavaty, arthur",1
617,12,"fox, steve",1
618,8,freff,1
618,9,asimov's,1
618,9,f&sf,2
618,9,fantasy newsletter,3
618,9,omni,4
618,10,fanhistorica,1
618,10,holier than thou,3
618,10,intergalactic animal husbandry,2
618,11,"hlavaty, arthur d.",1
618,12,"bennett, gail",1
618,12,"rotsler, william",2
632,1,millennium,3
632,1,moreta: dragonlady of pern,1
632,1,thendara house,2
632,5,"making of return of the jedi, the",2
632,5,skywalking: the life and films of george lucas,1
632,6,brainstorm,4
632,6,"day after, the",2
632,6,krull,5
632,6,return of the jedi,1
632,6,"right stuff, the",3
632,9,locus,1
644,1,"robots of dawn, the",2
644,1,streetlethal,1
644,2,gilpin's space,1
644,2,"lord of the skies, the",2
644,2,rogueworld,3
644,3,mirror image,4
644,3,mirror of the soul,2
644,3,"shadows of evening, the",3
644,3,slow birds,1
644,4,evolutions,5
644,4,favor,3
644,4,"master stroke, the",4
644,4,operator assisted calls are charged...,1
644,4,xessex,2
644,6,doctor who: the five doctors,2
644,6,return of the jedi,1
644,7,"asprin, robert",1
644,7,"ferman, edward",2
644,7,"frenkel, jim",3
644,8,"freas, kelly",5
644,8,"hardy, david",3
644,8,"kidd, thomas",1
644,8,"shaw, barclay",4
644,8,"velez, walter",2
644,9,locus,1
644,9,sf chronicle,2
644,10,erg,2
644,10,file 770,3
644,10,holier than thou,1
644,11,"bergeron, richard",1
644,11,"edwards, malcolm",4
644,11,"jeeves, terry",2
644,11,"skelton, paul",3
644,12,"capella, ray",4
644,12,"clark, randy",3
644,12,"foster, brad",1
644,12,"thompson, arthur",5
644,12,"whittaker, richard",2
644,13,"barnes, steve",1
649,1,ratha's creature,1
649,6,"empire strikes back, the",3
649,6,return of the jedi,1
649,6,star trek ii: the wrath of khan,2
649,8,"austin, alicia",2
649,8,"barr, george",1
649,10,"other side of paradise, the",1
649,13,"bell, clare",1
652,1,"anubis gates, the",2
652,1,broken symmetries,3
652,1,millennium,4
652,1,neveryona,5
652,1,startide rising,1
652,2,"gospel according to gamaliel crucis, the",2
652,2,her habiline husband,1
652,3,and the marlin spoke,2
652,3,black air,3
652,3,blind shemmy,4
652,3,"monkey's bride, the",1
652,4,bean bag cats,4
652,4,revisions,1
652,4,servant of the people,3
652,4,speech sounds,2
652,5,"castle of the otter, the",2
652,5,"dream makers, volume ii",1
652,7,"carr, terry",1
652,7,"ferman, ed",2
652,7,"hartwell, david",4
652,7,"salmonson, jessica amanda",3
652,8,"burns, jim",2
652,8,"whelan, michael",1
652,9,fantasy newsletter,1
652,10,ansible,3
652,10,egoboodle,4
652,10,izzard,1
652,10,mainstream,2
652,11,"barbour, doug",2
652,11,"blanchard, linda",5
652,11,"nielsen-hayden, teresa",1
652,11,"notkin, debbie",4
652,11,"white, ted",3
652,12,"foster, brad",2
652,12,"fox, steve",4
652,12,"hamilton, todd",3
652,12,"huntzinger, lucy",5
652,12,"steffan, dan",1
652,13,"bell, clare",1
652,13,"macavoy, r. a.",2
672,1,christine,1
672,1,floating dragon,4
672,1,"neverending story, the",3
672,1,pet sematary,2
672,1,"robots of dawn, the",5
672,2,cycle of the werewolf,1
672,2,neither brute nor human,2
672,3,crutches,5
672,3,"eenie, meenie, ipsateenie",4
672,3,shipping,2
672,3,voyeurs,1
672,3,willow he walk,3
672,4,by the hair of the head,4
672,4,"cat, the",3
672,4,short story,5
672,4,snake fright,1
672,4,"word processor, the",2
672,5,1983 world fantasy convention book,5
672,5,dark valley destiny,2
672,5,reader's guide to h. p. lovecraft,4
672,5,shadowings: the reader's guide to horror fiction,3
672,5,"twilight zone companion, the",1
672,6,"day after, the",1
672,6,"dead zone, the",5
672,6,doctor who: the five doctors,4
672,6,return of the jedi,2
672,6,twilight zone: the movie,3
672,7,"ferman, ed",3
672,7,"grant, charles l.",4
672,7,"klein, t. e. d.",1
672,7,"schiff, stuart",5
672,7,"scithers, george",2
672,8,"jankus, hank",5
672,8,"lundgren, carl",4
672,8,"morrill, rowena",3
672,8,"shaw, barclay",1
672,8,"whelan, michael",2
672,9,fantasy newsletter,2
672,9,locus,1
672,9,owlflight,5
672,9,shayol,4
672,9,whispers,3
672,10,eldrich tales,1
672,10,niekas,3
672,10,nyctalops,2
672,10,sf review,5
672,10,weird book,4
672,11,"bayer, charles",3
672,11,"braunbeck, gary",1
672,11,"fulwiler, william",4
672,11,"hlavaty, arthur",5
672,11,"kiplinger, christina",2
672,12,"borkowski, john",2
672,12,"hanke-woods, joan",3
672,12,"koszowski, allen",1
672,12,"miller, jeremy",5
672,12,"pianfetti, jim",4
672,13,"bailey, robin",2
672,13,"blanchard, linda",5
672,13,"cadigan, pat",1
672,13,"kenin, milkea",4
672,13,"peck, claudia",3
677,1,millennium,3
677,1,"mists of avalon, the",2
677,1,startide rising,1
677,2,cascade point,3
677,2,hurricane claude,2
677,2,seeking,1
677,4,$call link4(cathy),1
677,6,dark crystal,2
677,6,return of the jedi,1
677,6,wargames,3
677,7,"ferman, ed",3
677,7,"mccarthy, shawna",2
677,7,"schmidt, stanley",1
677,8,"lindahn, val lakey",3
677,8,"morrill, rowena",2
677,8,"whelan, michael",1
677,9,f&sf,1
677,9,locus,2
678,1,helliconia summer,3
678,1,millennium,2
678,1,"silent gondoliers, the",4
678,1,"void captain's tale, the",1
678,2,her habiline husband,1
678,3,blind shemmy,1
678,3,"monkey treatment, the",2
678,3,slow birds,3
678,3,street meat,4
678,4,man-mountain gentian,2
678,4,nearly departed,1
678,4,"palace at 4 a.m., the",4
678,4,"peacemaker, the",3
678,5,"dream makers, volume ii",1
678,7,"carr, terry",3
678,7,"datlow, ellen",4
678,7,"ferman, ed",1
678,7,"mccarthy, shawna",2
678,8,"dillon, leo & diane",2
678,8,"punchatz, don ivan",1
678,8,"whelan, michael",3
678,9,shayol,1
685,10,holier than thou,1
